['St Paul', '1', 6, 'Filler for Set', 4, 'Filler for Absolute Problem No.', '1/16/2007', '13:50:39', 'B1', '1', '0.0', 'enonce', '()', '0', '-(x-8)-(8x+7)', '()', '(0 devant)', 'rien', '', 'N1']
['St Paul', '1', 6, 'Filler for Set', 4, 'Filler for Absolute Problem No.', '1/16/2007', '13:50:39', 'B1', '114', '0.1', 'droite', '()', '4', '-8x{@^[2]}*15', '()', '(0 2 1 derriere)', 'rien', 'V0', 'N0']
['St Paul', '1', 6, 'Filler for Set', 4, 'Filler for Absolute Problem No.', '1/16/2007', '13:50:39', 'B1', '115', '1.0', 'BackSpace', '()', '4', '-8x{@^[2]}*1', '()', '(0 2 0 derriere)', 'rien', 'V0', 'N0']
['St Paul', '1', 6, 'Filler for Set', 4, 'Filler for Absolute Problem No.', '1/16/2007', '13:50:39', 'B1', '116', '0.1', 'BackSpace', '()', '4', '-8x{@^[2]}*?', '()', '(0 2 dedans)', 'rien', 'V-', 'N-']
['St Paul', '1', 6, 'Filler for Set', 4, 'Filler for Absolute Problem No.', '1/16/2007', '13:50:39', 'B1', '117', '0.6', 'BackSpace', '()', '4', '-8x{@^[2]}', '()', '(0 1 derriere)', 'rien', 'V0', 'S0']
['St Paul', '1', 6, 'Filler for Set', 4, 'Filler for Absolute Problem No.', '1/16/2007', '13:50:39', 'B1', '118', '1.8', '+', '()', '4', '-8x{@^[2]}+?', '()', '(1 dedans)', 'rien', 'V-', 'N-']
['St Paul', '1', 6, 'Filler for Set', 4, 'Filler for Absolute Problem No.', '1/16/2007', '13:50:39', 'B1', '119', '0.9', '5', '()', '4', '-8x{@^[2]}+5', '()', '(1 0 derriere)', 'rien', 'V0', 'S0']
['St Paul', '1', 6, 'Filler for Set', 4, 'Filler for Absolute Problem No.', '1/16/2007', '13:50:39', 'B1', '120', '0.1', '6', '()', '4', '-8x{@^[2]}+56', '()', '(1 1 derriere)', 'rien', 'V0', 'S0']
['St Paul', '1', 6, 'Filler for Set', 4, 'Filler for Absolute Problem No.', '1/16/2007', '13:50:39', 'B1', '121', '0.9', 'gauche', '()', '4', '-8x{@^[2]}+56', '()', '(1 0 derriere)', 'rien', 'V0', 'S0']
['St Paul', '1', 6, 'Filler for Set', 4, 'Filler for Absolute Problem No.', '1/16/2007', '13:50:39', 'B1', '122', '0.1', 'gauche', '()', '4', '-8x{@^[2]}+56', '()', '(1 0 devant)', 'rien', 'V0', 'S0']
['St Paul', '1', 6, 'Filler for Set', 4, 'Filler for Absolute Problem No.', '1/16/2007', '13:50:39', 'B1', '123', '0.8', 'BackSpace', '()', '4', '-8x{@^[2]}56', '()', '(0 1 derriere)', 'rien', 'V0', 'N0']
['St Paul', '1', 6, 'Filler for Set', 4, 'Filler for Absolute Problem No.', '1/16/2007', '13:50:39', 'B1', '124', '0.3', '-', '()', '4', '-8x{@^[2]}-56', '()', '(1 0 0 devant)', 'rien', 'V0', 'S0']
['St Paul', '1', 6, 'Filler for Set', 4, 'Filler for Absolute Problem No.', '1/16/2007', '13:50:39', 'B1', '125', '2.4', 'placerCurseur', '()', '4', '-8x{@^[2]}-56', '()', '(0 0 1 0 devant)', 'rien', 'V0', 'S0']
['St Paul', '1', 6, 'Filler for Set', 4, 'Filler for Absolute Problem No.', '1/16/2007', '13:50:39', 'B1', '126', '2.0', 'BackSpace', '()', '4', '-x{@^[2]}-56', '()', '(0 0 0 devant)', 'rien', 'V0', 'S0']
['St Paul', '1', 6, 'Filler for Set', 4, 'Filler for Absolute Problem No.', '1/16/2007', '13:50:39', 'B1', '127', '1.5', '9', '()', '4', '-9x{@^[2]}-56', '()', '(0 0 0 0 derriere)', 'rien', 'V0', 'S0']
['St Paul', '1', 6, 'Filler for Set', 4, 'Filler for Absolute Problem No.', '1/16/2007', '13:50:39', 'B1', '128', '1.1', 'gauche', '()', '4', '-9x{@^[2]}-56', '()', '(0 0 0 0 devant)', 'rien', 'V0', 'S0']
['St Paul', '1', 6, 'Filler for Set', 4, 'Filler for Absolute Problem No.', '1/16/2007', '13:50:39', 'B1', '129', '0.1', 'gauche', '()', '4', '-9x{@^[2]}-56', '()', '(0 devant)', 'rien', 'V0', 'S0']
['St Paul', '1', 6, 'Filler for Set', 4, 'Filler for Absolute Problem No.', '1/16/2007', '13:50:39', 'B1', '130', '0.8', 'droite', '()', '4', '-9x{@^[2]}-56', '()', '(0 0 0 0 devant)', 'rien', 'V0', 'S0']
['St Paul', '1', 6, 'Filler for Set', 4, 'Filler for Absolute Problem No.', '1/16/2007', '13:50:39', 'B1', '131', '0.5', 'droite', '()', '4', '-9x{@^[2]}-56', '()', '(0 0 0 0 derriere)', 'rien', 'V0', 'S0']
['St Paul', '1', 6, 'Filler for Set', 4, 'Filler for Absolute Problem No.', '1/16/2007', '13:50:39', 'B1', '132', '0.6', 'BackSpace', '()', '4', '-x{@^[2]}-56', '()', '(0 0 0 devant)', 'rien', 'V0', 'S0']
['St Paul', '1', 6, 'Filler for Set', 4, 'Filler for Absolute Problem No.', '1/16/2007', '13:50:39', 'B1', '133', '0.1', 'BackSpace', '()', '4', 'x{@^[2]}-56', '()', '(0 0 devant)', 'rien', 'V0', 'S0']
['St Paul', '1', 6, 'Filler for Set', 4, 'Filler for Absolute Problem No.', '1/16/2007', '13:50:39', 'B1', '134', '0.5', '8', '()', '4', '8x{@^[2]}-56', '()', '(0 0 0 derriere)', 'rien', 'V0', 'S0']
['St Paul', '1', 6, 'Filler for Set', 4, 'Filler for Absolute Problem No.', '1/16/2007', '13:50:39', 'B1', '135', '12.1', 'placerCurseur', '()', '4', '8x{@^[2]}-56', '()', '(1 0 0 devant)', 'rien', 'V0', 'S0']
['St Paul', '1', 6, 'Filler for Set', 4, 'Filler for Absolute Problem No.', '1/16/2007', '13:50:39', 'B1', '136', '0.8', 'BackSpace', '()', '4', '8x{@^[2]}56', '()', '(1 derriere)', 'rien', 'V0', 'N0']
['St Paul', '1', 6, 'Filler for Set', 4, 'Filler for Absolute Problem No.', '1/16/2007', '13:50:39', 'B1', '137', '0.8', '+', '()', '4', '8x{@^[2]}+56', '()', '(1 0 devant)', 'rien', 'V0', 'S0']
['St Paul', '1', 6, 'Filler for Set', 4, 'Filler for Absolute Problem No.', '1/16/2007', '13:50:39', 'B1', '138', '1.1', 'gauche', '()', '4', '8x{@^[2]}+56', '()', '(0 1 derriere)', 'rien', 'V0', 'S0']
['St Paul', '1', 6, 'Filler for Set', 4, 'Filler for Absolute Problem No.', '1/16/2007', '13:50:39', 'B1', '139', '0.1', 'gauche', '()', '4', '8x{@^[2]}+56', '()', '(0 1 1 0 derriere)', 'rien', 'V0', 'S0']
['St Paul', '1', 6, 'Filler for Set', 4, 'Filler for Absolute Problem No.', '1/16/2007', '13:50:39', 'B1', '140', '0.3', 'gauche', '()', '4', '8x{@^[2]}+56', '()', '(0 1 1 0 devant)', 'rien', 'V0', 'S0']
['St Paul', '1', 6, 'Filler for Set', 4, 'Filler for Absolute Problem No.', '1/16/2007', '13:50:39', 'B1', '141', '0.4', 'gauche', '()', '4', '8x{@^[2]}+56', '()', '(0 1 0 derriere)', 'rien', 'V0', 'S0']
['St Paul', '1', 6, 'Filler for Set', 4, 'Filler for Absolute Problem No.', '1/16/2007', '13:50:39', 'B1', '142', '0.4', 'gauche', '()', '4', '8x{@^[2]}+56', '()', '(0 0 0 derriere)', 'rien', 'V0', 'S0']
['St Paul', '1', 6, 'Filler for Set', 4, 'Filler for Absolute Problem No.', '1/16/2007', '13:50:39', 'B1', '143', '14.7', 'gauche', '()', '4', '8x{@^[2]}+56', '()', '(0 0 0 devant)', 'rien', 'V0', 'S0']
['St Paul', '1', 6, 'Filler for Set', 4, 'Filler for Absolute Problem No.', '1/16/2007', '13:50:39', 'B1', '144', '0.8', '-', '()', '4', '-8x{@^[2]}+56', '()', '(0 0 0 0 devant)', 'rien', 'V0', 'S0']
['St Paul', '1', 6, 'Filler for Set', 4, 'Filler for Absolute Problem No.', '1/16/2007', '13:50:39', 'B1', '145', '33.1', 'placerCurseur', '()', '4', '-8x{@^[2]}+56', '()', '(1 1 devant)', 'rien', 'V0', 'S0']
['St Paul', '1', 6, 'Filler for Set', 4, 'Filler for Absolute Problem No.', '1/16/2007', '13:50:39', 'B1', '146', '0.4', 'placerCurseur', '()', '4', '-8x{@^[2]}+56', '()', '(1 1 derriere)', 'rien', 'V0', 'S0']
['St Paul', '1', 6, 'Filler for Set', 4, 'Filler for Absolute Problem No.', '1/16/2007', '13:50:39', 'B1', '147', '6.0', 'BackSpace', '()', '4', '-8x{@^[2]}+5', '()', '(1 0 derriere)', 'rien', 'V0', 'S0']
['St Paul', '1', 6, 'Filler for Set', 4, 'Filler for Absolute Problem No.', '1/16/2007', '13:50:39', 'B1', '148', '0.0', 'BackSpace', '()', '4', '-8x{@^[2]}+?', '()', '(1 dedans)', 'rien', 'V-', 'N-']
['St Paul', '1', 6, 'Filler for Set', 4, 'Filler for Absolute Problem No.', '1/16/2007', '13:50:39', 'B1', '149', '0.5', '1', '()', '4', '-8x{@^[2]}+1', '()', '(1 0 derriere)', 'rien', 'V0', 'S0']
['St Paul', '1', 6, 'Filler for Set', 4, 'Filler for Absolute Problem No.', '1/16/2007', '13:50:39', 'B1', '150', '0.1', '5', '()', '4', '-8x{@^[2]}+15', '()', '(1 1 derriere)', 'rien', 'V0', 'S0']
['St Paul', '1', 6, 'Filler for Set', 4, 'Filler for Absolute Problem No.', '1/16/2007', '13:50:39', 'B1', '151', '0.8', 'BackSpace', '()', '4', '-8x{@^[2]}+1', '()', '(1 0 derriere)', 'rien', 'V0', 'S0']
['St Paul', '1', 6, 'Filler for Set', 4, 'Filler for Absolute Problem No.', '1/16/2007', '13:50:39', 'B1', '152', '0.1', 'BackSpace', '()', '4', '-8x{@^[2]}+?', '()', '(1 dedans)', 'rien', 'V-', 'N-']
['St Paul', '1', 6, 'Filler for Set', 4, 'Filler for Absolute Problem No.', '1/16/2007', '13:50:39', 'B1', '153', '0.5', '5', '()', '4', '-8x{@^[2]}+5', '()', '(1 0 derriere)', 'rien', 'V0', 'S0']
['St Paul', '1', 6, 'Filler for Set', 4, 'Filler for Absolute Problem No.', '1/16/2007', '13:50:39', 'B1', '154', '0.1', '6', '()', '4', '-8x{@^[2]}+56', '()', '(1 1 derriere)', 'rien', 'V0', 'S0']
['St Paul', '1', 6, 'Filler for Set', 4, 'Filler for Absolute Problem No.', '1/16/2007', '13:50:39', 'B1', '155', '1.0', 'gauche', '()', '4', '-8x{@^[2]}+56', '()', '(1 0 derriere)', 'rien', 'V0', 'S0']
['St Paul', '1', 6, 'Filler for Set', 4, 'Filler for Absolute Problem No.', '1/16/2007', '13:50:39', 'B1', '156', '0.1', 'gauche', '()', '4', '-8x{@^[2]}+56', '()', '(1 0 devant)', 'rien', 'V0', 'S0']
['St Paul', '1', 6, 'Filler for Set', 4, 'Filler for Absolute Problem No.', '1/16/2007', '13:50:39', 'B1', '157', '0.4', 'gauche', '()', '4', '-8x{@^[2]}+56', '()', '(0 0 1 derriere)', 'rien', 'V0', 'S0']
['St Paul', '1', 6, 'Filler for Set', 4, 'Filler for Absolute Problem No.', '1/16/2007', '13:50:39', 'B1', '158', '0.6', 'droite', '()', '4', '-8x{@^[2]}+56', '()', '(1 0 devant)', 'rien', 'V0', 'S0']
['St Paul', '1', 6, 'Filler for Set', 4, 'Filler for Absolute Problem No.', '1/16/2007', '13:50:39', 'B1', '159', '0.3', 'BackSpace', '()', '4', '-8x{@^[2]}56', '()', '(0 1 derriere)', 'rien', 'V0', 'N0']
['St Paul', '1', 6, 'Filler for Set', 4, 'Filler for Absolute Problem No.', '1/16/2007', '13:50:39', 'B1', '160', '3.4', '-', '()', '4', '-8x{@^[2]}-56', '()', '(1 0 0 devant)', 'rien', 'V0', 'S0']
['St Paul', '1', 6, 'Filler for Set', 4, 'Filler for Absolute Problem No.', '1/16/2007', '13:50:39', 'B1', '161', '3.0', 'gauche', '()', '4', '-8x{@^[2]}-56', '()', '(0 0 1 derriere)', 'rien', 'V0', 'S0']
['St Paul', '1', 6, 'Filler for Set', 4, 'Filler for Absolute Problem No.', '1/16/2007', '13:50:39', 'B1', '162', '0.2', 'gauche', '()', '4', '-8x{@^[2]}-56', '()', '(0 0 1 1 0 derriere)', 'rien', 'V0', 'S0']
['St Paul', '1', 6, 'Filler for Set', 4, 'Filler for Absolute Problem No.', '1/16/2007', '13:50:39', 'B1', '163', '0.2', 'gauche', '()', '4', '-8x{@^[2]}-56', '()', '(0 0 1 1 0 devant)', 'rien', 'V0', 'S0']
['St Paul', '1', 6, 'Filler for Set', 4, 'Filler for Absolute Problem No.', '1/16/2007', '13:50:39', 'B1', '164', '0.2', 'gauche', '()', '4', '-8x{@^[2]}-56', '()', '(0 0 1 0 derriere)', 'rien', 'V0', 'S0']
['St Paul', '1', 6, 'Filler for Set', 4, 'Filler for Absolute Problem No.', '1/16/2007', '13:50:39', 'B1', '165', '0.2', 'gauche', '()', '4', '-8x{@^[2]}-56', '()', '(0 0 0 0 derriere)', 'rien', 'V0', 'S0']
['St Paul', '1', 6, 'Filler for Set', 4, 'Filler for Absolute Problem No.', '1/16/2007', '13:50:39', 'B1', '166', '0.4', 'gauche', '()', '4', '-8x{@^[2]}-56', '()', '(0 0 0 0 devant)', 'rien', 'V0', 'S0']
['St Paul', '1', 6, 'Filler for Set', 4, 'Filler for Absolute Problem No.', '1/16/2007', '13:50:39', 'B1', '167', '0.7', 'BackSpace', '()', '4', '8x{@^[2]}-56', '()', '(0 0 0 devant)', 'rien', 'V0', 'S0']
['St Paul', '1', 6, 'Filler for Set', 4, 'Filler for Absolute Problem No.', '1/16/2007', '13:50:39', 'B1', '168', '7.8', '-', '()', '4', '-8x{@^[2]}-56', '()', '(0 0 0 0 devant)', 'rien', 'V0', 'S0']
['St Paul', '1', 6, 'Filler for Set', 4, 'Filler for Absolute Problem No.', '1/16/2007', '13:50:39', 'B1', '169', '2.0', 'placerCurseur', '()', '4', '-8x{@^[2]}-56', '()', '(0 0 1 0 derriere)', 'rien', 'V0', 'S0']
['St Paul', '1', 6, 'Filler for Set', 4, 'Filler for Absolute Problem No.', '1/16/2007', '13:50:39', 'B1', '170', '0.4', 'placerCurseur', '()', '4', '-8x{@^[2]}-56', '()', '(0 0 1 1 0 derriere)', 'rien', 'V0', 'S0']
['St Paul', '1', 6, 'Filler for Set', 4, 'Filler for Absolute Problem No.', '1/16/2007', '13:50:39', 'B1', '171', '0.7', 'BackSpace', '()', '4', '-8x{@^[?]}-56', '()', '(0 0 1 1 dedans)', 'rien', 'V-', 'N-']
['St Paul', '1', 6, 'Filler for Set', 4, 'Filler for Absolute Problem No.', '1/16/2007', '13:50:39', 'B1', '172', '0.1', 'BackSpace', '()', '4', '-8x-56', '()', '(0 0 1 derriere)', 'rien', 'V0', 'S0']
['St Paul', '1', 6, 'Filler for Set', 4, 'Filler for Absolute Problem No.', '1/16/2007', '13:50:39', 'B1', '173', '2.0', 'BackSpace', '()', '4', '-8-56', '()', '(0 0 0 derriere)', 'rien', 'V0', 'N0']
['St Paul', '1', 6, 'Filler for Set', 4, 'Filler for Absolute Problem No.', '1/16/2007', '13:50:39', 'B1', '174', '0.1', 'BackSpace', '()', '4', '-?-56', '()', '(0 0 dedans)', 'rien', 'V-', 'N-']
['St Paul', '1', 6, 'Filler for Set', 4, 'Filler for Absolute Problem No.', '1/16/2007', '13:50:39', 'B1', '175', '0.1', 'BackSpace', '()', '4', '-56', '()', '(devant)', 'rien', 'V0', 'S0']
['St Paul', '1', 6, 'Filler for Set', 4, 'Filler for Absolute Problem No.', '1/16/2007', '13:50:39', 'B1', '176', '35.6', 'placerCurseur', '()', '4', '-56', '()', '(devant)', 'rien', 'V0', 'S0']
['St Paul', '1', 6, 'Filler for Set', 4, 'Filler for Absolute Problem No.', '1/16/2007', '13:50:39', 'B1', '177', '1.2', 'placerCurseur', '()', '4', '-56', '()', '(devant)', 'rien', 'V0', 'S0']
['St Paul', '1', 6, 'Filler for Set', 4, 'Filler for Absolute Problem No.', '1/16/2007', '13:50:39', 'B1', '178', '0.1', 'placerCurseur', '()', '4', '-56', '()', '(devant)', 'rien', 'V0', 'S0']
['St Paul', '1', 6, 'Filler for Set', 4, 'Filler for Absolute Problem No.', '1/16/2007', '13:50:39', 'B1', '179', '7.6', 'placerCurseur', '()', '4', '-56', '()', '(0 0 devant)', 'rien', 'V0', 'S0']
['St Paul', '1', 6, 'Filler for Set', 4, 'Filler for Absolute Problem No.', '1/16/2007', '13:50:39', 'B1', '180', '1.3', 'droite', '()', '4', '-56', '()', '(0 0 derriere)', 'rien', 'V0', 'S0']
['St Paul', '1', 6, 'Filler for Set', 4, 'Filler for Absolute Problem No.', '1/16/2007', '13:50:39', 'B1', '181', '0.1', 'droite', '()', '4', '-56', '()', '(0 1 derriere)', 'rien', 'V0', 'S0']
['St Paul', '1', 6, 'Filler for Set', 4, 'Filler for Absolute Problem No.', '1/16/2007', '13:50:39', 'B1', '182', '0.7', 'BackSpace', '()', '4', '-5', '()', '(0 0 derriere)', 'rien', 'V0', 'S0']
['St Paul', '1', 6, 'Filler for Set', 4, 'Filler for Absolute Problem No.', '1/16/2007', '13:50:39', 'B1', '183', '0.1', 'BackSpace', '()', '4', '-?', '()', '(0 dedans)', 'rien', 'V-', 'N-']
['St Paul', '1', 6, 'Filler for Set', 4, 'Filler for Absolute Problem No.', '1/16/2007', '13:50:39', 'B1', '184', '0.3', 'BackSpace', '()', '4', '?', '()', '(dedans)', 'rien', 'V-', 'N-']
['St Paul', '1', 6, 'Filler for Set', 4, 'Filler for Absolute Problem No.', '1/16/2007', '13:50:39', 'B1', '185', '1.2', '9', '()', '4', '9', '()', '(0 derriere)', 'rien', 'V0', 'S0']
['St Paul', '1', 6, 'Filler for Set', 4, 'Filler for Absolute Problem No.', '1/16/2007', '13:50:39', 'B1', '186', '0.4', 'x', '()', '4', '9x', '()', '(1 derriere)', 'rien', 'V0', 'S0']
['St Paul', '1', 6, 'Filler for Set', 4, 'Filler for Absolute Problem No.', '1/16/2007', '13:50:39', 'B1', '187', '1.4', '+', '()', '4', '9x+?', '()', '(1 dedans)', 'rien', 'V-', 'N-']
['St Paul', '1', 6, 'Filler for Set', 4, 'Filler for Absolute Problem No.', '1/16/2007', '13:50:39', 'B1', '188', '0.5', '1', '()', '4', '9x+1', '()', '(1 0 derriere)', 'rien', 'V0', 'S0']
['St Paul', '1', 6, 'Filler for Set', 4, 'Filler for Absolute Problem No.', '1/16/2007', '13:50:39', 'B1', '189', '3.2', 'gauche', '()', '4', '9x+1', '()', '(1 0 devant)', 'rien', 'V0', 'S0']
['St Paul', '1', 6, 'Filler for Set', 4, 'Filler for Absolute Problem No.', '1/16/2007', '13:50:39', 'B1', '190', '0.2', 'gauche', '()', '4', '9x+1', '()', '(0 1 derriere)', 'rien', 'V0', 'S0']
['St Paul', '1', 6, 'Filler for Set', 4, 'Filler for Absolute Problem No.', '1/16/2007', '13:50:39', 'B1', '191', '0.1', 'gauche', '()', '4', '9x+1', '()', '(0 0 0 derriere)', 'rien', 'V0', 'S0']
['St Paul', '1', 6, 'Filler for Set', 4, 'Filler for Absolute Problem No.', '1/16/2007', '13:50:39', 'B1', '192', '0.1', 'gauche', '()', '4', '9x+1', '()', '(0 0 0 devant)', 'rien', 'V0', 'S0']
['St Paul', '1', 6, 'Filler for Set', 4, 'Filler for Absolute Problem No.', '1/16/2007', '13:50:39', 'B1', '193', '1.1', '-', '()', '4', '-9x+1', '()', '(0 0 0 0 devant)', 'rien', 'V1', 'S1']
['St Paul', '1', 6, 'Filler for Set', 4, 'Filler for Absolute Problem No.', '1/16/2007', '13:50:39', 'B1', '194', '3.8', 'resolu', '()', '4', '-9x+1', '()', '(0 0 0 0 devant)', 'rien', 'V1', 'S1']
['St Paul', '1', 6, 'Filler for Set', 4, 'Filler for Absolute Problem No.', '1/16/2007', '13:50:39', 'B1', '195', '0.0', 'termine', '()', '4', '-9x+1', '()', '(0 0 0 0 devant)', 'rien', 'V1', 'S1']
