['St. Paul', '1', 7, 'Filler for Set', 7, 'Filler for Absolute Problem No.', '1/16/2007', '13:46:45', 'B1', '1', '0.0', 'enonce', '()', '0', '9x{@^[2]}-8x-2-(-4x{@^[2]}-9x-9)', '()', '(0 0 0 devant)', 'rien', '', 'N1']
['St. Paul', '1', 7, 'Filler for Set', 7, 'Filler for Absolute Problem No.', '1/16/2007', '13:46:45', 'B1', '111', '2.3', '1', '()', '2', '13x{@^[2]}+17x+1', '()', '(2 0 derriere)', 'rien', 'V0', 'S0']
['St. Paul', '1', 7, 'Filler for Set', 7, 'Filler for Absolute Problem No.', '1/16/2007', '13:46:45', 'B1', '112', '0.2', '1', '()', '2', '13x{@^[2]}+17x+11', '()', '(2 1 derriere)', 'rien', 'V0', 'S0']
['St. Paul', '1', 7, 'Filler for Set', 7, 'Filler for Absolute Problem No.', '1/16/2007', '13:46:45', 'B1', '113', '4.1', 'BackSpace', '()', '2', '13x{@^[2]}+17x+1', '()', '(2 0 derriere)', 'rien', 'V0', 'S0']
['St. Paul', '1', 7, 'Filler for Set', 7, 'Filler for Absolute Problem No.', '1/16/2007', '13:46:45', 'B1', '114', '0.1', 'BackSpace', '()', '2', '13x{@^[2]}+17x+?', '()', '(2 dedans)', 'rien', 'V-', 'N-']
['St. Paul', '1', 7, 'Filler for Set', 7, 'Filler for Absolute Problem No.', '1/16/2007', '13:46:45', 'B1', '115', '0.1', 'BackSpace', '()', '2', '13x{@^[2]}+17x', '()', '(1 1 derriere)', 'rien', 'V0', 'S0']
['St. Paul', '1', 7, 'Filler for Set', 7, 'Filler for Absolute Problem No.', '1/16/2007', '13:46:45', 'B1', '116', '1.1', '-', '()', '2', '13x{@^[2]}+17x-?', '()', '(2 0 dedans)', 'rien', 'V-', 'N-']
['St. Paul', '1', 7, 'Filler for Set', 7, 'Filler for Absolute Problem No.', '1/16/2007', '13:46:45', 'B1', '117', '2.3', '1', '()', '2', '13x{@^[2]}+17x-1', '()', '(2 0 0 derriere)', 'rien', 'V0', 'S0']
['St. Paul', '1', 7, 'Filler for Set', 7, 'Filler for Absolute Problem No.', '1/16/2007', '13:46:45', 'B1', '118', '0.1', '1', '()', '2', '13x{@^[2]}+17x-11', '()', '(2 0 1 derriere)', 'rien', 'V0', 'S0']
['St. Paul', '1', 7, 'Filler for Set', 7, 'Filler for Absolute Problem No.', '1/16/2007', '13:46:45', 'B1', '119', '3.1', 'placerCurseur', '()', '2', '13x{@^[2]}+17x-11', '()', '(1 0 0 devant)', 'rien', 'V0', 'S0']
['St. Paul', '1', 7, 'Filler for Set', 7, 'Filler for Absolute Problem No.', '1/16/2007', '13:46:45', 'B1', '120', '0.8', 'BackSpace', '()', '2', '13x{@^[2]}17x-11', '()', '(0 1 derriere)', 'rien', 'V0', 'N0']
['St. Paul', '1', 7, 'Filler for Set', 7, 'Filler for Absolute Problem No.', '1/16/2007', '13:46:45', 'B1', '121', '0.4', '-', '()', '2', '13x{@^[2]}-17x-11', '()', '(1 0 0 0 devant)', 'rien', 'V0', 'S0']
['St. Paul', '1', 7, 'Filler for Set', 7, 'Filler for Absolute Problem No.', '1/16/2007', '13:46:45', 'B1', '122', '1.5', 'BackSpace', '()', '2', '13x{@^[2]}17x-11', '()', '(0 1 derriere)', 'rien', 'V0', 'N0']
['St. Paul', '1', 7, 'Filler for Set', 7, 'Filler for Absolute Problem No.', '1/16/2007', '13:46:45', 'B1', '123', '6.3', 'placerCurseur', '()', '2', '13x{@^[2]}17x-11', '()', '(1 0 1 derriere)', 'rien', 'V0', 'N0']
['St. Paul', '1', 7, 'Filler for Set', 7, 'Filler for Absolute Problem No.', '1/16/2007', '13:46:45', 'B1', '124', '3.0', 'BackSpace', '()', '2', '13x{@^[2]}*17x-1', '()', '(1 0 0 derriere)', 'rien', 'V0', 'N0']
['St. Paul', '1', 7, 'Filler for Set', 7, 'Filler for Absolute Problem No.', '1/16/2007', '13:46:45', 'B1', '125', '0.1', 'BackSpace', '()', '2', '13x{@^[2]}*17x-?', '()', '(1 0 dedans)', 'rien', 'V-', 'N-']
['St. Paul', '1', 7, 'Filler for Set', 7, 'Filler for Absolute Problem No.', '1/16/2007', '13:46:45', 'B1', '126', '0.1', 'BackSpace', '()', '2', '13x{@^[2]}*17x', '()', '(3 derriere)', 'rien', 'V0', 'N0']
['St. Paul', '1', 7, 'Filler for Set', 7, 'Filler for Absolute Problem No.', '1/16/2007', '13:46:45', 'B1', '127', '0.1', 'BackSpace', '()', '2', '13x{@^[2]}*17', '()', '(2 1 derriere)', 'rien', 'V0', 'N0']
['St. Paul', '1', 7, 'Filler for Set', 7, 'Filler for Absolute Problem No.', '1/16/2007', '13:46:45', 'B1', '128', '0.1', 'BackSpace', '()', '2', '13x{@^[2]}*1', '()', '(2 0 derriere)', 'rien', 'V0', 'N0']
['St. Paul', '1', 7, 'Filler for Set', 7, 'Filler for Absolute Problem No.', '1/16/2007', '13:46:45', 'B1', '129', '2.8', 'BackSpace', '()', '2', '13x{@^[2]}*?', '()', '(2 dedans)', 'rien', 'V-', 'N-']
['St. Paul', '1', 7, 'Filler for Set', 7, 'Filler for Absolute Problem No.', '1/16/2007', '13:46:45', 'B1', '130', '0.6', 'BackSpace', '()', '2', '13x{@^[2]}', '()', '(1 derriere)', 'rien', 'V0', 'S0']
['St. Paul', '1', 7, 'Filler for Set', 7, 'Filler for Absolute Problem No.', '1/16/2007', '13:46:45', 'B1', '131', '11.9', '-', '()', '2', '13x{@^[2]}-?', '()', '(1 0 dedans)', 'rien', 'V-', 'N-']
['St. Paul', '1', 7, 'Filler for Set', 7, 'Filler for Absolute Problem No.', '1/16/2007', '13:46:45', 'B1', '132', '7.6', '1', '()', '2', '13x{@^[2]}-1', '()', '(1 0 0 derriere)', 'rien', 'V0', 'S0']
['St. Paul', '1', 7, 'Filler for Set', 7, 'Filler for Absolute Problem No.', '1/16/2007', '13:46:45', 'B1', '133', '2.3', 'BackSpace', '()', '2', '13x{@^[2]}-?', '()', '(1 0 dedans)', 'rien', 'V-', 'N-']
['St. Paul', '1', 7, 'Filler for Set', 7, 'Filler for Absolute Problem No.', '1/16/2007', '13:46:45', 'B1', '134', '13.9', 'placerCurseur', '()', '2', '13x{@^[2]}-?', '()', '(1 0 dedans)', 'rien', 'V-', 'N-']
['St. Paul', '1', 7, 'Filler for Set', 7, 'Filler for Absolute Problem No.', '1/16/2007', '13:46:45', 'B1', '135', '1.1', 'droite', '()', '2', '13x{@^[2]}-?', '()', '(1 0 dedans)', 'rien', 'V-', 'N-']
['St. Paul', '1', 7, 'Filler for Set', 7, 'Filler for Absolute Problem No.', '1/16/2007', '13:46:45', 'B1', '136', '0.3', 'gauche', '()', '2', '13x{@^[2]}-?', '()', '(0 1 derriere)', 'rien', 'V-', 'N-']
['St. Paul', '1', 7, 'Filler for Set', 7, 'Filler for Absolute Problem No.', '1/16/2007', '13:46:45', 'B1', '137', '0.5', 'droite', '()', '2', '13x{@^[2]}-?', '()', '(1 0 dedans)', 'rien', 'V-', 'N-']
['St. Paul', '1', 7, 'Filler for Set', 7, 'Filler for Absolute Problem No.', '1/16/2007', '13:46:45', 'B1', '138', '0.9', 'BackSpace', '()', '2', '13x{@^[2]}', '()', '(1 derriere)', 'rien', 'V0', 'S0']
['St. Paul', '1', 7, 'Filler for Set', 7, 'Filler for Absolute Problem No.', '1/16/2007', '13:46:45', 'B1', '139', '1.3', '+', '()', '2', '13x{@^[2]}+?', '()', '(1 dedans)', 'rien', 'V-', 'N-']
['St. Paul', '1', 7, 'Filler for Set', 7, 'Filler for Absolute Problem No.', '1/16/2007', '13:46:45', 'B1', '140', '1.1', 'x', '()', '2', '13x{@^[2]}+x', '()', '(1 derriere)', 'rien', 'V0', 'S0']
['St. Paul', '1', 7, 'Filler for Set', 7, 'Filler for Absolute Problem No.', '1/16/2007', '13:46:45', 'B1', '141', '1.5', '-', '()', '2', '13x{@^[2]}+x-?', '()', '(2 0 dedans)', 'rien', 'V-', 'N-']
['St. Paul', '1', 7, 'Filler for Set', 7, 'Filler for Absolute Problem No.', '1/16/2007', '13:46:45', 'B1', '142', '1.3', '7', '()', '2', '13x{@^[2]}+x-7', '()', '(2 0 0 derriere)', 'rien', 'V0', 'S0']
['St. Paul', '1', 7, 'Filler for Set', 7, 'Filler for Absolute Problem No.', '1/16/2007', '13:46:45', 'B1', '143', '1.6', 'BackSpace', '()', '2', '13x{@^[2]}+x-?', '()', '(2 0 dedans)', 'rien', 'V-', 'N-']
['St. Paul', '1', 7, 'Filler for Set', 7, 'Filler for Absolute Problem No.', '1/16/2007', '13:46:45', 'B1', '144', '0.1', 'BackSpace', '()', '2', '13x{@^[2]}+x', '()', '(1 derriere)', 'rien', 'V0', 'S0']
['St. Paul', '1', 7, 'Filler for Set', 7, 'Filler for Absolute Problem No.', '1/16/2007', '13:46:45', 'B1', '145', '1.0', '=', '()', '2', '13x{@^[2]}+x=?', '()', '(1 dedans)', 'rien', 'V-', 'N-']
['St. Paul', '1', 7, 'Filler for Set', 7, 'Filler for Absolute Problem No.', '1/16/2007', '13:46:45', 'B1', '146', '0.5', '7', '()', '2', '13x{@^[2]}+x=7', '()', '(1 0 derriere)', 'rien', 'V0', 'N0']
['St. Paul', '1', 7, 'Filler for Set', 7, 'Filler for Absolute Problem No.', '1/16/2007', '13:46:45', 'B1', '147', '1.3', 'BackSpace', '()', '2', '13x{@^[2]}+x=?', '()', '(1 dedans)', 'rien', 'V-', 'N-']
['St. Paul', '1', 7, 'Filler for Set', 7, 'Filler for Absolute Problem No.', '1/16/2007', '13:46:45', 'B1', '148', '0.1', 'BackSpace', '()', '2', '13x{@^[2]}+x', '()', '(1 derriere)', 'rien', 'V0', 'S0']
['St. Paul', '1', 7, 'Filler for Set', 7, 'Filler for Absolute Problem No.', '1/16/2007', '13:46:45', 'B1', '149', '0.9', '+', '()', '2', '13x{@^[2]}+x+?', '()', '(2 dedans)', 'rien', 'V-', 'N-']
['St. Paul', '1', 7, 'Filler for Set', 7, 'Filler for Absolute Problem No.', '1/16/2007', '13:46:45', 'B1', '150', '0.9', '7', '()', '2', '13x{@^[2]}+x+7', '()', '(2 0 derriere)', 'rien', 'V1', 'S1']
['St. Paul', '1', 7, 'Filler for Set', 7, 'Filler for Absolute Problem No.', '1/16/2007', '13:46:45', 'B1', '151', '5.2', 'resolu', '()', '2', '13x{@^[2]}+x+7', '()', '(2 0 derriere)', 'rien', 'V1', 'S1']
['St. Paul', '1', 7, 'Filler for Set', 7, 'Filler for Absolute Problem No.', '1/16/2007', '13:46:45', 'B1', '152', '0.0', 'termine', '()', '2', '13x{@^[2]}+x+7', '()', '(2 0 derriere)', 'rien', 'V1', 'S1']
